PNR,HFAUDD,year
45426046,3622,2012
79572343,7081,2012
91334147,8916,2012
64184506,9678,2012
22345196,9918,2012
37080880,3796,2012
04770105,5226,2012
75271109,9393,2012
88523650,8897,2012
30670007,8511,2012
08436379,6853,2012
58942379,1510,2012
96208310,6865,2012
70353068,8624,2012
49596578,0260,2012
23156604,6604,2012
56689810,8852,2012
14821184,3311,2012
17014907,8290,2012
51104705,3694,2012
70295638,5756,2012
75884434,7919,2012
99937842,7954,2012
26338132,7907,2012
33805623,3761,2012
51879345,9742,2012
64375206,3019,2012
49126542,5148,2012
32779140,5268,2012
97653281,5489,2012
90537116,8332,2012
17937590,9743,2012
31125422,3220,2012
98935253,2442,2012
61990872,3221,2012
85779798,3026,2012
18022820,3121,2012
31670696,5325,2012
42607714,3220,2012
05028802,7324,2012
79124452,3664,2012
34311540,9493,2012
27743483,9744,2012
38613693,2442,2012
43199260,3728,2012
95140308,7902,2012
72431269,9410,2012
05520400,0239,2012
04123257,1062,2012
35130820,6110,2012
98474657,5352,2012
65931327,3846,2012
04810844,8271,2012
77924118,8892,2012
94781968,3620,2012
80635951,5946,2012
68640040,0805,2012
52221089,9334,2012
41148478,5190,2012
82532475,5270,2012
12168082,8907,2012
96356115,3606,2012
93890803,9775,2012
36889363,8812,2012
77488465,5168,2012
30284030,2979,2012
58325009,9431,2012
78172341,5364,2012
01261907,2918,2012
88055693,3647,2012
51219140,3776,2012
97950761,3265,2012
28042081,5880,2012
00668336,4422,2012
60355924,5774,2012
46966542,3682,2012
43459014,2511,2012
23480109,5798,2012
47577420,2484,2012
65934528,7933,2012
92349068,5606,2012
77177396,3147,2012
60927549,7907,2012
89519681,7932,2012
97767603,5666,2012
87354454,9917,2012
52806131,9725,2012
04928527,8020,2012
60995924,8448,2012
49839406,1561,2012
73933725,4504,2012
93777159,5774,2012
38201348,5552,2012
35167126,5749,2012
92026610,0375,2012
41587823,0806,2012
43356092,0707,2012
57340301,7940,2012
69046724,7183,2012
00951494,2904,2012
93501019,6800,2012
03425868,5198,2012
99418305,9873,2012
58311530,9172,2012
18400708,8851,2012
41221431,4431,2012
23042602,3915,2012
75054554,8563,2012
33613297,3654,2012
69757888,6399,2012
90815340,0173,2012
31240324,5333,2012
34461999,5186,2012
53415564,2417,2012
54420285,8132,2012
31564482,6406,2012
06104059,5631,2012
40244576,7132,2012
38227574,1083,2012
24471208,3970,2012
42414491,3841,2012
05921527,5679,2012
06962209,3109,2012
74258983,5790,2012
24607643,8633,2012
11332050,8039,2012
58844368,9809,2012
77538559,5333,2012
90634047,3330,2012
41193852,1410,2012
69188855,3717,2012
29826973,5607,2012
95722713,2492,2012
34753685,5680,2012
48995064,5974,2012
17141815,0805,2012
97186887,9703,2012
13039523,8822,2012
57075086,2992,2012
34240703,9607,2012
79770694,2490,2012
00176391,6576,2012
56341563,5116,2012
24202758,9586,2012
18028960,8670,2012
82835676,1098,2012
36023661,7131,2012
07203607,9317,2012
58804914,3048,2012
96733235,8140,2012
22798639,3221,2012
78665877,5666,2012
28272282,3685,2012
02317233,9726,2012
31111553,8041,2012
36005717,1206,2012
48994618,7902,2012
05216534,5755,2012
80071416,8381,2012
12065113,7849,2012
75948478,1535,2012
69299606,9695,2012
85149910,6823,2012
46318377,5137,2012
17779583,3744,2012
67135828,5657,2012
19298476,3942,2012
43751505,5846,2012
99151265,5982,2012
34341530,5756,2012
21606325,1650,2012
23437604,1359,2012
33887088,8623,2012
22658850,9715,2012
05715306,3720,2012
39466374,9332,2012
50906555,7138,2012
29705103,3685,2012
80461186,1007,2012
63713388,5933,2012
67394311,8050,2012
76987185,7160,2012
52958975,3691,2012
22687263,0840,2012
11343921,5963,2012
85183771,9393,2012
51357874,7952,2012
07012043,5017,2012
32287510,5729,2012
09813997,5475,2012
55837728,3712,2012
68979618,4358,2012
14677087,4053,2012
28239947,4762,2012
83594545,5956,2012
72782224,1562,2012
88860748,9868,2012
77547235,0173,2012
58894454,6401,2012
48825671,3261,2012
61518624,3605,2012
95779817,8231,2012
30084903,9787,2012
47535213,8956,2012
29685366,1301,2012
22035055,6030,2012
14775806,5732,2012
13713000,3648,2012
96229142,6145,2012
14105340,9738,2012
47681823,2530,2012
93515305,4197,2012
66073641,3622,2012
55005387,8157,2012
87303682,5143,2012
87479501,5449,2012
31261696,9770,2012
06222638,3683,2012
55878820,9607,2012
63297342,5802,2012
68660617,2401,2012
05183710,4023,2012
73424910,8409,2012
10731939,4785,2012
57534371,5839,2012
02985497,9741,2012
26493464,1022,2012
80823535,3005,2012
35620972,6574,2012
00077972,5623,2012
66982201,8052,2012
63329054,3023,2012
83083119,1901,2012
25069454,1208,2012
10236144,3920,2012
47982438,4615,2012
12934795,0700,2012
43280985,4069,2012
99668281,5951,2012
03644687,8026,2012
05102191,8231,2012
53676587,3601,2012
94184248,8116,2012
59295909,3647,2012
97725579,1652,2012
58442121,8375,2012
94456571,2414,2012
11838961,0170,2012
15284957,2425,2012
29812416,6542,2012
85493440,4013,2012
52161490,2425,2012
59780099,3704,2012
37438849,5670,2012
06453496,8157,2012
39161043,3759,2012
15890291,3060,2012
09518631,5846,2012
95224952,5770,2012
29559939,1672,2012
13598641,8553,2012
19570818,9829,2012
89831577,8368,2012
23021402,9618,2012
10882225,5463,2012
24230522,3074,2012
31674929,4026,2012
76790850,8157,2012
46186717,3019,2012
32135776,3732,2012
07346886,3601,2012
95713853,9735,2012
11076271,8813,2012
20659831,9721,2012
63791003,5679,2012
90044996,9465,2012
62218723,5074,2012
09493459,9853,2012
76074060,6030,2012
09649405,3314,2012
83585771,7153,2012
29025914,5813,2012
97215069,5268,2012
04672634,5942,2012
08529837,5731,2012
56224513,8524,2012
88255528,3071,2012
41860332,4302,2012
78677902,3737,2012
13044717,5555,2012
43297868,2461,2012
75271691,0825,2012
34002354,8674,2012
16041416,1565,2012
75373593,9859,2012
74763275,4762,2012
45298160,8205,2012
47220209,5621,2012
16218698,9668,2012
18107869,4007,2012
90762446,4730,2012
49703506,3737,2012
03291085,9754,2012
74141457,9584,2012
31796749,5621,2012
01269253,4304,2012
17775983,9533,2012
83292725,1305,2012
93362107,6158,2012
33501929,5841,2012
33029324,1199,2012
82190205,9805,2012
01010286,1891,2012
21275042,3671,2012
83926538,3352,2012
42427896,3610,2012
96952913,3930,2012
56614621,0620,2012
90564868,5083,2012
21144227,3351,2012
05223692,5803,2012
16719345,0806,2012
52725700,5148,2012
88296608,7906,2012
44409426,3012,2012
49224192,8094,2012
82475332,5021,2012
48943981,7181,2012
77694953,1122,2012
32458680,9684,2012
21926956,3208,2012
89196608,9678,2012
32917168,3225,2012
54047928,3012,2012
61780922,5975,2012
55933810,0353,2012
73394723,8169,2012
83903515,7322,2012
26710207,8918,2012
37068423,2902,2012
39195002,2476,2012
23525619,5449,2012
12440939,1723,2012
16247502,6018,2012
50994892,6322,2012
41334225,3269,2012
91005487,9749,2012
58556598,5401,2012
11548429,5250,2012
76344435,6810,2012
99458083,2476,2012
62393932,2415,2012
56053333,8271,2012
53403626,8116,2012
35409721,9882,2012
37013539,5260,2012
22118770,0358,2012
55063867,3266,2012
23892758,7133,2012
63574828,5984,2012
54482344,3086,2012
55088919,6456,2012
66151218,9737,2012
45076825,5938,2012
66338079,5484,2012
24063886,6022,2012
63829880,0490,2012
76262702,2421,2012
90776289,8349,2012
72662470,6679,2012
28879116,3268,2012
99412528,9713,2012
62561946,1359,2012
24545477,1208,2012
07977115,3758,2012
06188816,1108,2012
37327623,7065,2012
07521797,6561,2012
05514562,9732,2012
56645627,7602,2012
59378900,9394,2012
42253205,4108,2012
14286094,1110,2012
29306716,5596,2012
94838308,5126,2012
09434584,5271,2012
81746039,3855,2012
17071786,8381,2012
58468755,9685,2012
09818689,3005,2012
15211358,8623,2012
35813065,3846,2012
71338885,3102,2012
75113621,3044,2012
35999753,9668,2012
12259479,3840,2012
70498987,8329,2012
00496532,6558,2012
74961608,7854,2012
27411836,2918,2012
25354193,1561,2012
49150069,8444,2012
19487909,5477,2012
95740322,8415,2012
33051532,3005,2012
02565935,5557,2012
93159363,8326,2012
52289197,5125,2012
85937186,4713,2012
90902022,7140,2012
24465463,4252,2012
83504469,5124,2012
63874291,8148,2012
21031926,4861,2012
57287655,2421,2012
89998634,5720,2012
71556269,9775,2012
09837128,9748,2012
05261693,3347,2012
35605328,9470,2012
82911122,0990,2012
28278434,9887,2012
18500579,1523,2012
75649530,8440,2012
21325568,3759,2012
10385561,9814,2012
78523292,3950,2012
39089393,9517,2012
66243210,5084,2012
14312744,9866,2012
09404318,7954,2012
66848353,3750,2012
62848839,8553,2012
44172694,3270,2012
18615416,9329,2012
89938820,5483,2012
05672428,9696,2012
46785498,9470,2012
76261581,9623,2012
83948020,5157,2012
05248489,4756,2012
38275089,9122,2012
68289213,5200,2012
47994567,3930,2012
26498021,8840,2012
46149980,0425,2012
65907269,3086,2012
35788936,8904,2012
72514324,3158,2012
90459152,5808,2012
77558243,3121,2012
95538851,3774,2012
20438268,2956,2012
31933104,3694,2012
08547456,2022,2012
09575492,1153,2012
04234731,9759,2012
98929306,1681,2012
37454060,9585,2012
37969618,2419,2012
28434085,3711,2012
28224541,6524,2012
25853308,3731,2012
35737193,5913,2012
01018534,9483,2012
96354935,3620,2012
81381202,8871,2012
25587498,4740,2012
53495827,5958,2012
30273844,2923,2012
83126372,3647,2012
88740225,2473,2012
87075097,6546,2012
96701679,5984,2012
20622201,4445,2012
69748408,8443,2012
00307121,3738,2012
16385602,1210,2012
85769939,0380,2012
84747959,8368,2012
56413226,5499,2012
31426091,8153,2012
36511182,9917,2012
51801724,5459,2012
47094351,1107,2012
05904781,0430,2012
86094590,5704,2012
21890214,5206,2012
42944138,7943,2012
04952040,8626,2012
23286231,0707,2012
00365395,8556,2012
52383211,5127,2012
54237914,5364,2012
69485279,3645,2012
83114230,0835,2012
11287098,5807,2012
48025979,9445,2012
53764225,8360,2012
64729531,2910,2012
88249164,3765,2012
09154844,3162,2012
30564464,5186,2012
93956678,5943,2012
28851776,5713,2012
38564231,3612,2012
51043634,5177,2012
41371635,5258,2012
58304082,4002,2012
55912088,8235,2012
20872643,3706,2012
21788695,1673,2012
23877939,9584,2012
07756826,8052,2012
03462639,1552,2012
69704174,8924,2012
69695445,3350,2012
32172971,6681,2012
98480830,9829,2012
86369892,3693,2012
89039413,5635,2012
56873207,3109,2012
34626154,2428,2012
41039321,5552,2012
51078916,9876,2012
02824107,1189,2012
71826805,8257,2012
74875585,8628,2012
03598137,9564,2012
70956959,8889,2012
01735041,8187,2012
19438885,8368,2012
31815198,5770,2012
35600546,4880,2012
84548843,3955,2012
50940911,3005,2012
01609389,5954,2012
23953008,9767,2012
84670654,8674,2012
06743848,5148,2012
50907527,9734,2012
26199123,3087,2012
31882077,7906,2012
27910686,4195,2012
67722929,7849,2012
23609141,5758,2012
72192211,9736,2012
04989548,6504,2012
77415056,3099,2012
92638015,4673,2012
45307553,9037,2012
48808937,2476,2012
36506111,6024,2012
56782109,6137,2012
74388470,8440,2012
70362896,8524,2012
11229874,2471,2012
60747934,6296,2012
51370318,3970,2012
61882496,5667,2012
60061825,1155,2012
79138233,4000,2012
67518155,6546,2012
53570394,8092,2012
38958015,7902,2012
06059720,1197,2012
56797532,0595,2012
54568966,8518,2012
35443533,7939,2012
17143979,1673,2012
83038517,5486,2012
18026626,3694,2012
59563433,1901,2012
22497386,6542,2012
05866446,8118,2012
45665637,2917,2012
47814100,6030,2012
72077243,3714,2012
71385760,6110,2012
87784332,7160,2012
45639811,9748,2012
13362777,3622,2012
93503849,0176,2012
57570243,9382,2012
02688533,8657,2012
15109188,3319,2012
40910195,7063,2012
46245986,5465,2012
98157766,1355,2012
97760617,1303,2012
59865107,4001,2012
18849867,0803,2012
74029064,5535,2012
99273203,2923,2012
00532362,9744,2012
66468113,9049,2012
84133926,0320,2012
27677620,9517,2012
04516454,9726,2012
09497984,0172,2012
93111605,5484,2012
28709360,1199,2012
73845204,5755,2012
95628434,9909,2012
44375811,8375,2012
26678237,8624,2012
84316493,9706,2012
99179298,0709,2012
08035822,8305,2012
00419875,4782,2012
45892112,7045,2012
40427891,8039,2012
05159779,4762,2012
91315910,3643,2012
65652319,8400,2012
32813528,3047,2012
08817703,6726,2012
43056491,4202,2012
62269876,8409,2012
36010707,3278,2012
94718405,3619,2012
44480623,3885,2012
78192376,5080,2012
71937424,9173,2012
37303909,3713,2012
08291445,3068,2012
36862397,3265,2012
07071316,4782,2012
43367115,1154,2012
48618944,3707,2012
22974282,8558,2012
38369989,5190,2012
70172765,3698,2012
12439828,4108,2012
94788308,1305,2012
37736479,9621,2012
42035277,9862,2012
61593474,1509,2012
26861007,5675,2012
47241021,3019,2012
42787002,9654,2012
52120744,3097,2012
22644605,1051,2012
77471034,3014,2012
13694017,2510,2012
03573060,2956,2012
33164672,0275,2012
06147630,1510,2012
40172920,9589,2012
78431120,2444,2012
92182149,9753,2012
08944139,3726,2012
87315067,9556,2012
12131015,4876,2012
46014156,3109,2012
81384360,3261,2012
93744630,5880,2012
34262377,8919,2012
21772349,9845,2012
88022341,6554,2012
14252052,3844,2012
59536988,5686,2012
31023894,5722,2012
08554085,0700,2012
26079627,9683,2012
17752240,3326,2012
93075795,3345,2012
56734458,4332,2012
37243175,3173,2012
98730508,2923,2012
37054222,1111,2012
55973786,1523,2012
45079117,3742,2012
21158565,5143,2012
24623834,1522,2012
77029881,9874,2012
75867972,4125,2012
96173316,5976,2012
95310690,5136,2012
91997278,5475,2012
62536046,6820,2012
19576847,1352,2012
63686518,9838,2012
75198341,3026,2012
45059554,6598,2012
69433220,5678,2012
74489069,2476,2012
34070105,3107,2012
38821321,5700,2012
58331078,9828,2012
10531675,9845,2012
71627159,9384,2012
30132009,7116,2012
15632591,5497,2012
12175958,8918,2012
30735299,5721,2012
93743641,8231,2012
56705985,8337,2012
24853386,0707,2012
01964165,9915,2012
40686437,5847,2012
15265179,3844,2012
60196414,3134,2012
06325946,8876,2012
29693556,4996,2012
04554901,6322,2012
81781946,7602,2012
83259407,2510,2012
54136006,5807,2012
24357431,9685,2012
95118368,9844,2012
15403738,3722,2012
26563358,8402,2012
47567171,5651,2012
05559333,4739,2012
34789492,8671,2012
73978833,5347,2012
09944286,3019,2012
07260204,0595,2012
99112148,9695,2012
55935448,3741,2012
26126870,6494,2012
61275246,5126,2012
56391446,3666,2012
35478437,0545,2012
89896041,4874,2012
59588147,5461,2012
28569980,5978,2012
28422420,6504,2012
88866982,4089,2012
09623798,2511,2012
89087868,8400,2012
06733797,3147,2012
15394159,6742,2012
94078396,6380,2012
38859524,3880,2012
97510365,5335,2012
53256584,4038,2012
75668664,9745,2012
65966679,9742,2012
16625492,9820,2012
00556384,7147,2012
88143338,9713,2012
19792186,9620,2012
32229729,8326,2012
51225358,4358,2012
90389886,8211,2012
65976152,8872,2012
71925259,3655,2012
69249130,9807,2012
88326267,6045,2012
28621575,3342,2012
62190567,3643,2012
14796820,8658,2012
40615407,0840,2012
34682421,6020,2012
81999278,9564,2012
23275831,3696,2012
15138008,4025,2012
17419502,9477,2012
50639290,5808,2012
19950072,9873,2012
27317110,9106,2012
56589465,5133,2012
89141524,4123,2012
85514686,5223,2012
76037492,9384,2012
08923245,2970,2012
63724826,2411,2012
98532609,8561,2012
09736121,5209,2012
54323415,1539,2012
73456370,9585,2012
99629647,3756,2012
87263212,5990,2012
30104381,3749,2012
74562828,7851,2012
10815296,8670,2012
77172372,5592,2012
69169923,2428,2012
23186318,1891,2012
89920879,4445,2012
03554751,9724,2012
86903044,6048,2012
87038643,7851,2012
20450295,9696,2012
22250012,7061,2012
52135139,0285,2012
50413051,7065,2012
73449128,5336,2012
37931978,5589,2012
51084334,7934,2012
28133911,2961,2012
47135718,3715,2012
93634106,8227,2012
26159206,8556,2012
23059021,1892,2012
42219632,9724,2012
95831577,5276,2012
39893713,4380,2012
76164424,3147,2012
52273323,3664,2012
74677674,5444,2012
38789261,6829,2012
31372994,5717,2012
42440135,6576,2012
38701170,4626,2012
45747163,0620,2012
96445287,5667,2012
73572920,1100,2012
67212396,8406,2012
15585319,8639,2012
63012232,5226,2012
19033375,9889,2012
47689425,6105,2012
91991709,5248,2012
41210264,3632,2012
49195012,5021,2012
22924106,7851,2012
45703331,9607,2012
02899631,8904,2012
14882237,7090,2012
83534319,8336,2012
09245404,4275,2012
44316881,8134,2012
48641433,5450,2012
26119553,5128,2012
35285792,2441,2012
83395239,3742,2012
90656272,1722,2012
30272120,5211,2012
87674534,5211,2012
86083247,3942,2012
09179944,5813,2012
87681732,3765,2012
07290196,6399,2012
31689064,7232,2012
70524173,8296,2012
10647055,9835,2012
23333278,6564,2012
03308513,3309,2012
29840252,1565,2012
75684189,9542,2012
90561184,3029,2012
67773669,8624,2012
11261299,5839,2012
03707313,6285,2012
31358067,0175,2012
63413098,4787,2012
80954063,2907,2012
25061457,3784,2012
33914391,8841,2012
46260241,3673,2012
56878767,2462,2012
29689497,3355,2012
07761265,5127,2012
22239128,1682,2012
86957275,5250,2012
35124393,8041,2012
69310374,9696,2012
75184994,8526,2012
50297525,5205,2012
00617804,2915,2012
62724413,5841,2012
09734377,7923,2012
90173945,5666,2012
48362038,2431,2012
10280902,1082,2012
05642220,3177,2012
07028110,2490,2012
04483930,6740,2012
41847142,6580,2012
45293710,3036,2012
99431555,7155,2012
51894324,9483,2012
17637363,9840,2012
45322450,4740,2012
35151253,5346,2012
50119447,5718,2012
84087549,6270,2012
11555088,4498,2012
73435125,9783,2012
44830771,3807,2012
20850846,2428,2012
27514356,1123,2012
49928885,2914,2012
46375400,4734,2012
07102749,1540,2012
55374288,5988,2012
06944691,7934,2012
99665629,2951,2012
11821469,5443,2012
09500226,9723,2012
48931877,4782,2012
08446369,2973,2012
34274971,6620,2012
85364955,5157,2012
73057442,7090,2012
00025826,9860,2012
63257924,0520,2012
68243897,1682,2012
58358133,4601,2012
03510444,3640,2012
02364110,8346,2012
07358941,3056,2012
31671658,2446,2012
86417948,8441,2012
68046422,0156,2012
74883335,5949,2012
12235735,3002,2012
36441035,7220,2012
42042344,6418,2012
01320323,4725,2012
31235139,5223,2012
06540603,0154,2012
47444961,3158,2012
54323162,3786,2012
02458586,3044,2012
96595203,4362,2012
75293942,9047,2012
80042434,8157,2012
70079055,2978,2012
43182592,9435,2012
16430967,4428,2012
30464380,3653,2012
96402450,8820,2012
70005793,2951,2012
98233284,8883,2012
98518232,5434,2012
15416119,0709,2012
20245242,4640,2012
16086110,9804,2012
83684870,8822,2012
55366010,6558,2012
60347824,4119,2012
10043008,9688,2012
14982872,1302,2012
08187549,3353,2012
87381359,9836,2012
58497183,7752,2012
99596580,9564,2012
01710302,5937,2012
88638005,8902,2012
36450067,5962,2012
39836159,9743,2012
31343472,9754,2012
75177804,3751,2012
94048560,9468,2012
29483733,3056,2012
59937072,3162,2012
74122374,1152,2012
61207324,3621,2012
14284032,2431,2012
91862672,0721,2012
44817096,9779,2012
57030625,1569,2012
18106562,4038,2012
64603021,2509,2012
42832597,4256,2012
21335959,6622,2012
60676591,1175,2012
80640286,5844,2012
26726558,9748,2012
42980082,8105,2012
66102039,4640,2012
73299711,5460,2012
29613068,7183,2012
14247653,9045,2012
89853861,1010,2012
04598000,6110,2012
28825444,4685,2012
33385899,2914,2012
58387427,9536,2012
06013318,5717,2012
59061001,8211,2012
96361781,3955,2012
18329416,5086,2012
31863556,0825,2012
33773361,0159,2012
34801211,0539,2012
38676076,3068,2012
85347820,4663,2012
76609306,2415,2012
76403976,3702,2012
81658179,5682,2012
70927637,8253,2012
11385127,1182,2012
67199006,9328,2012
02371434,0630,2012
00463364,8153,2012
93234301,8369,2012
59027755,5633,2012
59095465,5336,2012
15859970,8346,2012
12406777,5961,2012
04544453,5928,2012
70179713,6679,2012
72748774,2961,2012
61003123,5729,2012
68147069,8882,2012
75267094,9445,2012
48044392,6270,2012
13332241,5443,2012
60327558,1109,2012
01072012,4525,2012
19120241,3802,2012
65706521,3627,2012
38643383,0702,2012
71760733,5146,2012
61779223,1073,2012
06024272,9826,2012
21560759,7902,2012
96804210,3604,2012
01594262,5090,2012
23358241,3800,2012
66448598,2421,2012
56307929,0253,2012
41230978,2401,2012
01941663,3598,2012
60405446,2492,2012
21851024,3632,2012
81989324,8892,2012
75793450,1071,2012
98928698,4166,2012
51784059,5168,2012
45327941,2972,2012
29540096,4511,2012
14021912,8344,2012
63944999,5923,2012
24825910,5324,2012
24557289,9434,2012
47094762,4193,2012
52845676,8971,2012
83687879,2961,2012
71261117,3871,2012
57781091,9517,2012
07343583,3945,2012
97843793,2900,2012
76342768,9049,2012
57743986,3645,2012
77524558,0380,2012
40549008,8403,2012
33977367,8317,2012
58503401,0375,2012
91677661,6606,2012
05660933,1140,2012
63955463,3645,2012
67971415,7919,2012
52445212,3773,2012
32157974,5499,2012
97529672,3104,2012
22994243,3664,2012
25685633,3744,2012
54008089,5438,2012
09129275,5209,2012
69222926,9848,2012
99253649,3736,2012
76402444,9321,2012
81051153,3940,2012
19778977,0805,2012
97739226,3807,2012
28881303,8912,2012
55497628,3323,2012
29576448,9329,2012
07323801,4876,2012
28550538,1889,2012
85305084,6145,2012
35288331,5207,2012
33070877,3722,2012
73297150,6046,2012
41382195,7934,2012
63384773,5931,2012
14875804,4135,2012
57128184,8639,2012
30026636,8440,2012
17583165,2957,2012
23197150,9470,2012
33802201,8915,2012
41518619,8039,2012
84708403,5508,2012
74097353,5856,2012
17308076,1007,2012
48649536,6604,2012
90133451,0545,2012
42146611,9859,2012
39085030,8919,2012
84512554,5491,2012
16699818,3116,2012
92183920,8346,2012
62991123,5952,2012
05703975,9678,2012
54955563,4006,2012
78018583,5137,2012
12339531,9769,2012
81256199,3779,2012
74336908,1305,2012
71628889,5125,2012
23874259,8026,2012
92762128,0850,2012
13682562,0153,2012
37429598,4098,2012
71557992,3146,2012
14034202,3604,2012
25535027,6614,2012
47586259,9805,2012
37317874,8902,2012
99845914,2005,2012
33984398,8370,2012
31521529,6810,2012
88591970,9717,2012
65843108,9856,2012
46926273,5706,2012
91006919,9445,2012
78029680,2444,2012
64700267,0375,2012
33349874,8041,2012
07430683,0339,2012
46758308,3095,2012
57691576,4202,2012
24264301,1533,2012
60522849,9845,2012
18134273,6235,2012
06707964,3930,2012
90339943,5954,2012
54236185,4498,2012
02932472,9258,2012
64259249,9683,2012
20163700,5277,2012
73304481,9806,2012
74843799,6590,2012
66597607,5309,2012
57017011,6556,2012
87555331,9537,2012
79234957,9766,2012
09987357,2003,2012
32458918,2441,2012
11222130,5684,2012
61988194,8919,2012
39614912,3072,2012
53193651,1354,2012
93713417,3751,2012
43505036,8501,2012
89032359,8157,2012
88209107,0721,2012
62276403,5336,2012
38528606,8381,2012
09827861,9537,2012
73639664,5923,2012
56843769,5250,2012
00109659,7848,2012
49377916,7929,2012
59091612,4053,2012
15321233,9602,2012
74993086,5191,2012
56747525,9866,2012
52506495,4443,2012
42953363,7132,2012
56117301,3768,2012
55444298,8937,2012
66683440,5945,2012
14539643,9329,2012
98692929,9693,2012
28355972,3171,2012
33654548,3126,2012
93479568,7952,2012
78696508,8330,2012
80245862,9745,2012
80129263,9999,2012
79743332,8507,2012
84144893,9752,2012
63284487,9762,2012
44002473,8375,2012
42432458,6322,2012
35091454,8366,2012
20227143,4737,2012
01254111,9842,2012
56242108,5035,2012
05698550,8631,2012
14973150,8306,2012
88627423,3629,2012
01357259,5074,2012
65722103,2961,2012
00382993,5621,2012
69964391,9806,2012
59052279,3022,2012
00191288,7856,2012
68624293,3604,2012
89458771,3694,2012
57978119,8364,2012
98736480,4784,2012
26074920,5673,2012
47605715,5635,2012
58238363,8624,2012
18563779,9574,2012
90194907,8114,2012
83177576,5145,2012
50353524,8840,2012
05715053,8231,2012
57216782,5837,2012
73526757,9037,2012
77224931,8896,2012
95675471,3142,2012
70317465,4025,2012
52924580,9744,2012
91657774,2431,2012
03557367,3088,2012
74276395,8889,2012
26572113,1179,2012
62857640,4663,2012
60321103,7856,2012
74196866,8026,2012
14942240,5846,2012
22419187,1021,2012
58436469,4315,2012
92488947,3172,2012
03250553,6672,2012
69001171,5200,2012
43065483,5496,2012
13850016,1562,2012
78827727,1179,2012
38970114,3686,2012
76825072,8041,2012
19113013,2021,2012
18886212,2480,2012
61023967,5994,2012
18584738,8863,2012
87922183,1073,2012
56974021,5739,2012
87347493,0520,2012
12503714,3159,2012
41355236,4739,2012
37834965,3036,2012
70353353,1365,2012
11952989,9817,2012
14753906,5592,2012
98544495,3154,2012
89307035,1510,2012
34002113,1071,2012
13125051,2917,2012
26863464,8275,2012
84067032,6526,2012
95460834,9684,2012
52128045,0163,2012
77102896,9390,2012
93761431,8511,2012
44453553,3613,2012
56355934,3025,2012
90504372,5126,2012
21619949,3779,2012
25542946,0806,2012
27766130,8889,2012
09923751,6820,2012
74765866,1190,2012
50174498,8406,2012
99131983,9533,2012
21008534,3326,2012
08294877,1563,2012
84106063,4739,2012
44861841,8026,2012
88568881,6558,2012
41135645,2021,2012
75097036,4123,2012
21772580,9445,2012
77995650,5728,2012
16691909,3783,2012
62776301,3221,2012
94956768,4202,2012
76357838,6502,2012
16187495,1301,2012
42589404,3014,2012
96525581,5077,2012
21685623,3791,2012
25883325,9816,2012
47647843,4861,2012
82769897,7184,2012
25090903,3101,2012
04464320,1107,2012
57974817,3756,2012
37768507,3154,2012
41981203,1721,2012
26656670,2976,2012
17477936,5347,2012
70266100,0703,2012
01173707,3795,2012
27509317,9874,2012
11074245,8344,2012
96439083,3030,2012
86160819,3745,2012
29716361,5327,2012
49106710,5670,2012
18553002,4021,2012
22713623,5431,2012
54498773,1891,2012
91906433,2413,2012
54134289,2462,2012
09040066,3094,2012
30014804,8415,2012
01887275,0703,2012
63660113,6620,2012
15189272,9607,2012
43696144,4321,2012
05169491,9778,2012
77917892,5206,2012
88069663,9678,2012
10639570,6606,2012
46765669,3729,2012
79913320,9106,2012
03581432,5472,2012
37153558,7940,2012
02699977,1023,2012
47611925,5680,2012
22290975,3773,2012
46695264,5140,2012
55589835,2509,2012
08004118,4053,2012
95085043,5148,2012
24545613,3171,2012
59747538,8558,2012
92009203,5278,2012
42573680,3336,2012
54585260,0806,2012
82175433,3777,2012
89265457,7145,2012
91005472,6991,2012
05437007,4038,2012
13923264,6839,2012
68123713,3172,2012
02999958,5702,2012
21979603,0300,2012
42176460,3749,2012
32411064,9759,2012
51522683,6681,2012
26591919,8818,2012
01845209,4093,2012
12899935,1163,2012
24635209,9917,2012
13016179,8837,2012
33385775,8415,2012
35969940,8937,2012
19963337,9490,2012
18346913,5197,2012
00324492,7906,2012
60485032,5186,2012
28484575,8556,2012
78776327,8522,2012
02201177,4370,2012
98281496,5237,2012
34230041,6610,2012
89417369,8077,2012
06752074,0172,2012
28504365,5008,2012
97912108,8164,2012
91897205,0300,2012
05873393,1535,2012
94126326,9414,2012
29732194,0353,2012
23830686,9844,2012
48488625,4780,2012
40380335,5752,2012
96185091,9856,2012
17896103,9369,2012
88888542,1109,2012
33102821,4525,2012
99940983,6420,2012
64304647,5954,2012
67836390,1101,2012
43110530,5822,2012
34187177,0151,2012
21688314,8095,2012
40015518,0170,2012
65811671,3278,2012
68960809,9752,2012
57216383,8813,2012
46359593,9404,2012
65042885,5711,2012
28636773,1681,2012
29364935,5658,2012
48763732,5677,2012
08976362,8290,2012
87641051,3742,2012
00178784,1899,2012
67375535,5341,2012
10293688,3746,2012
08733481,5206,2012
87626878,5597,2012
59542233,9834,2012
53403221,0385,2012
30852111,1143,2012
30194045,1197,2012
59944557,3649,2012
18715243,9477,2012
98854530,3097,2012
93392483,5954,2012
59802140,5727,2012
78503022,3662,2012
19461428,8897,2012
30126548,3617,2012
32605516,5843,2012
